Id;Name;PIW name;Religion;Culture;SizeModifier;Pashas;Climate;Ice?;Storm?;Galleys;Manpower;Income;Terrain;ToT-SPA;ToT-POR;HRE;Mine(1) ?;MineValue;Goods;Uprgadable;CoT Historical Modifier;Difficulty for Colonization;Native Combat Strength;Ferocity;Efficiency of Natives in combat;Negotiation Value for Trading Posts;Natives Tolerance value ;City XPos;City YPos;Army XPos;ArmyYPos;PortXPos;Port YPos;Manufactory XPos; Manufactory YPos;Port/sea Adjacency;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Area;Region;Continent;;Extra River Desc Link 1;Extra River Desc Link 2;Extra River Desc Link 3;;Fill coord X;Fill coord Y;;;;;;;;;;;;;;;;
1273;Sandy Cape;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;17860;6347;17860;6347;0;0;17860;6347;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;17866;6299;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1274;Capricorn Channel;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;17779;5971;17779;5971;0;0;17779;5971;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;17773;5954;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1275;Coral Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18044;5854;18044;5854;0;0;18044;5854;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18077;5867;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1276;South Coral Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18042;6179;18042;6179;0;0;18042;6179;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18080;6195;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1277;South Coral Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18126;6483;18126;6483;0;0;18126;6483;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18112;6471;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1278;New Caledonian Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18451;6224;18451;6224;0;0;18451;6224;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18413;6251;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1279;South Coral Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18485;5713;18485;5713;0;0;18485;5713;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18487;5748;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1280;Cape Farewell;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18485;6647;18485;6647;0;0;18485;6647;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18517;6649;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1281;South Coral Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18754;6171;18754;6171;0;0;18754;6171;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18759;6173;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1282;South Pacific Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9472;7155;285;7163;0;0;9472;7155;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;307;7178;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1283;South Pacific Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;3638;5961;3638;5961;0;0;3638;5961;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEPacificSea;Oceania;#N/A;0;0;0;#N/A;3798;5931;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1284;South Pacific Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;1706;7155;1706;7155;0;0;1705;7156;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEPacificSea;Oceania;#N/A;0;0;0;#N/A;1850;7186;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1285;South Pacific Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;2945;7167;2945;7167;0;0;2945;7167;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEPacificSea;Oceania;#N/A;0;0;0;#N/A;3029;7197;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1286;South Pacific Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;4198;7117;4198;7117;0;0;4198;7117;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEPacificSea;Oceania;#N/A;0;0;0;#N/A;4301;6980;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1287;South Pacific Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;5145;7023;5145;7023;0;0;5144;7023;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEPacificSea;Oceania;#N/A;0;0;0;#N/A;5137;6952;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1288;South Pacific Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;5560;7151;5560;7151;0;0;5559;7151;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEPacificSea;America;#N/A;0;0;0;#N/A;5588;7171;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1289;Southern Atlantic Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;5879;7185;5879;7185;0;0;5879;7185;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWAtlanticSea;America;#N/A;0;0;0;#N/A;5849;7163;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1290;Southern Atlantic Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;6481;7189;6481;7189;0;0;6480;7189;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWAtlanticSea;America;#N/A;0;0;0;#N/A;6497;7189;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1291;Southern Atlantic Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;7374;7184;7374;7184;0;0;7373;7184;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWAtlanticSea;America;#N/A;0;0;0;#N/A;7468;7190;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1292;Southern Atlantic Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;8974;6952;8974;6952;0;0;8973;6952;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEAtlanticSea;Africa;#N/A;0;0;0;#N/A;9017;6893;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1293;Southern Atlantic Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9804;7048;9804;7048;0;0;9803;7048;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEAtlanticSea;Africa;#N/A;0;0;0;#N/A;9842;7010;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1294;Cape of Storms;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10310;7178;10310;7178;0;0;10309;7178;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEAtlanticSea;Africa;#N/A;0;0;0;#N/A;10288;7157;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1295;South Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10623;7160;10623;7160;0;0;10622;7160;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWIndianSea;Africa;#N/A;0;0;0;#N/A;10615;7134;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1296;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;11038;7106;11038;7106;0;0;11038;7106;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWIndianSea;Africa;#N/A;0;0;0;#N/A;11002;7015;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1297;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;11790;7107;11790;7107;0;0;11789;7107;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWIndianSea;Africa;#N/A;0;0;0;#N/A;11730;7178;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1298;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;12688;7123;12688;7123;0;0;12688;7124;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWIndianSea;Africa;#N/A;0;0;0;#N/A;12549;7186;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1299;The Roaring Forties;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;12876;6906;12876;6906;0;0;12876;6906;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWIndianSea;Africa;#N/A;0;0;0;#N/A;12795;6848;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1300;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;13527;7195;13527;7195;0;0;13526;7195;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Africa;#N/A;0;0;0;#N/A;13476;7202;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1301;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;13949;6925;13949;6925;0;0;13949;6925;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Africa;#N/A;0;0;0;#N/A;13925;6947;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1302;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;14194;7182;14194;7182;0;0;14193;7182;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Oceania;#N/A;0;0;0;#N/A;14198;7196;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1303;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;14514;6883;14514;6883;0;0;14514;6883;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Oceania;#N/A;0;0;0;#N/A;14527;6901;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1304;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;14997;6884;14997;6884;0;0;14996;6884;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Oceania;#N/A;0;0;0;#N/A;15030;6746;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1305;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;14912;7203;14912;7203;0;0;14911;7203;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Oceania;#N/A;0;0;0;#N/A;14833;7199;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1306;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;15464;6955;15464;6955;0;0;15464;6955;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Oceania;#N/A;0;0;0;#N/A;15482;6868;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1307;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;15662;7201;15662;7201;0;0;15661;7201;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Oceania;#N/A;0;0;0;#N/A;15801;7134;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1308;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;16000;6988;16000;6988;0;0;16000;6988;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Oceania;#N/A;0;0;0;#N/A;16009;6871;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1309;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;16207;7135;16207;7135;0;0;16206;7135;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Oceania;#N/A;0;0;0;#N/A;16243;7133;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1310;Southern Indian Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;16439;6909;16439;6909;0;0;16439;6909;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Oceania;#N/A;0;0;0;#N/A;16434;6858;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1311;Southern Indian Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;16715;7140;16715;7140;0;0;16714;7140;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEIndianSea;Oceania;#N/A;0;0;0;#N/A;16682;7094;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1312;Bass Strait;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;17236;7132;17328;7078;0;0;17235;7132;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;731;0;0;#N/A;17285;7091;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1313;Cape Howe;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;17552;6953;17552;6953;0;0;17551;6953;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;17549;6983;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1314;Tasman Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;17698;7175;17698;7175;0;0;17698;7175;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;17715;7129;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1315;Tasman Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;17929;6987;17929;6987;0;0;17929;6987;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;17909;6970;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1316;Tasman Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18191;7139;18191;7139;0;0;18190;7139;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18197;7068;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1317;Tasman Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18208;6818;18208;6818;0;0;18208;6818;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18225;6799;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1318;Cook Strait;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18474;6975;18474;6975;0;0;18474;6975;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18505;6992;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1319;South Pacific Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18687;7170;18687;7170;0;0;18687;7170;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18614;7186;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1320;South Pacific Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18819;7039;18819;7039;0;0;18819;7039;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;BarrierReefSea;Oceania;#N/A;0;0;0;#N/A;18847;7014;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1321;Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;17882;1010;17882;1010;0;0;17881;1011;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;NWPacificSea;Oceania;#N/A;0;0;0;#N/A;17888;1149;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1322;Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;3666;6706;3666;6706;0;0;3665;6706;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEPacificSea;Oceania;#N/A;0;0;0;#N/A;3659;6670;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1323;The Mascareignes;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;12343;5985;12343;5985;0;0;12343;5985;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWIndianSea;Africa;#N/A;809;810;0;#N/A;12537;6188;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1324;Coast of Tamatave;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;12081;6133;12081;6133;0;0;12080;6134;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWIndianSea;Africa;#N/A;0;0;0;#N/A;12092;6111;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1325;Diego Suarez Bay;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;12171;5653;12171;5653;0;0;12171;5653;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWIndianSea;Africa;#N/A;0;0;0;#N/A;12172;5661;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1326;Northern Caspian Sea;inland;0;none;0;0;0;0;0;1;0;0;6;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;11827;2178;11827;2178;0;0;11826;2179;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Lake;Lake;Asia;#N/A;0;0;0;#N/A;11866;2345;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1327;Southern Caspian Sea;inland;0;none;0;0;0;0;0;1;0;0;6;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;11963;2513;11963;2513;0;0;11963;2514;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Lake;Lake;Asia;#N/A;0;0;0;#N/A;12069;2405;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1328;Coast of Ciskei;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10669;6989;10669;6989;0;0;10668;6989;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWIndianSea;Africa;#N/A;0;0;0;#N/A;10658;6980;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1329;Table Bay;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10340;7031;10340;7031;0;0;10340;7031;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEAtlanticSea;Africa;#N/A;0;0;0;#N/A;10257;7020;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1330;Southern Atlantic Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9167;5256;9167;5256;0;0;9167;5256;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEAtlanticSea;Africa;#N/A;0;0;0;#N/A;9125;5319;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1331;Saint George's Channel;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9030;1487;9001;1535;0;0;9030;1496;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;NorthSeaSea;Europe;#N/A;0;0;0;#N/A;8998;1540;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1332;Central Pacific Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;3016;5128;3016;5128;0;0;3016;5129;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEPacificSea;Oceania;#N/A;0;0;0;#N/A;3012;5083;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1333;South Pacific Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;2682;6106;2682;6106;0;0;2682;6107;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEPacificSea;Oceania;#N/A;0;0;0;#N/A;2626;6105;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1334;Southern Atlantic Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;8122;6998;8122;6998;0;0;8121;6998;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWAtlanticSea;America;#N/A;0;0;0;#N/A;8162;7081;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1335;Bahia Blanca;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;5927;6019;5927;6019;0;0;5927;6019;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SWAtlanticSea;America;#N/A;0;0;0;#N/A;5933;6000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1336;Easter Island;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;4552;5206;4552;5206;0;0;4552;5207;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;SEPacificSea;America;#N/A;0;0;0;#N/A;4514;5220;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
